,возраст,профессия,семейное_положение,образование,кредит_дефолт,жилищный_кредит,кредит,взаимодействие,контакт_месяц,контакт_день_недели,контакт_количество,контакт_период,контакт_прошлый_количество,контакт_прошлый_исход,контакт_исход,Id
18143,41,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,6,пн,1,999,0,-,0,18143
18144,39,администриратор,не женат/не замужем,среднее,N/A,1,0,домашний,5,пт,16,999,0,-,0,18144
18145,82,пенсионер,женат/замужем,N/A,0,0,0,мобильный,4,ср,1,999,0,-,1,18145
18146,25,техник/механик,не женат/не замужем,высшее,0,0,1,мобильный,5,пн,3,12,2,0,0,18146
18147,35,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,7,пн,3,999,0,-,0,18147
18148,25,техник/механик,не женат/не замужем,высшее,0,0,0,мобильный,4,пт,1,999,0,-,0,18148
18149,46,предприниматель,женат/замужем,высшее,N/A,1,0,домашний,6,вт,2,999,0,-,0,18149
18150,42,предприниматель,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,5,пн,2,999,1,0,0,18150
18151,43,менеджмент,женат/замужем,N/A,0,0,0,домашний,5,пт,2,999,0,-,0,18151
18152,28,самозанятый,не женат/не замужем,неоконченное среднее,0,1,0,домашний,5,чт,4,999,0,-,0,18152
18153,30,сфера услуг,не женат/не замужем,среднее,0,1,0,мобильный,7,вт,6,999,0,-,0,18153
18154,48,администриратор,женат/замужем,среднее,0,1,0,мобильный,8,ср,2,999,0,-,0,18154
18155,42,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,6,вт,1,999,0,-,0,18155
18156,75,пенсионер,женат/замужем,неоконченное среднее,0,1,1,мобильный,7,пт,2,999,0,-,0,18156
18157,48,рабочий,женат/замужем,неоконченное среднее,0,0,1,домашний,5,вт,1,999,0,-,0,18157
18158,54,администриратор,женат/замужем,неоконченное среднее,0,1,0,мобильный,11,пн,1,999,0,-,0,18158
18159,36,рабочий,разведен,неоконченное среднее,N/A,0,0,мобильный,5,ср,3,999,1,0,0,18159
18160,32,сфера услуг,женат/замужем,специальное,0,N/A,N/A,домашний,6,ср,3,999,0,-,0,18160
18161,34,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,7,ср,1,999,0,-,0,18161
18162,30,техник/механик,женат/замужем,специальное,0,1,0,мобильный,7,пн,2,999,0,-,0,18162
18163,39,администриратор,не женат/не замужем,высшее,N/A,0,0,домашний,5,вт,2,999,0,-,0,18163
18164,36,техник/механик,женат/замужем,среднее,0,0,0,мобильный,8,пн,3,999,0,-,0,18164
18165,29,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,6,ср,2,6,1,1,1,18165
18166,33,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,5,пн,4,999,0,-,0,18166
18167,54,менеджмент,разведен,высшее,0,1,1,домашний,5,ср,1,999,1,0,0,18167
18168,28,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,пн,1,999,0,-,0,18168
18169,28,техник/механик,не женат/не замужем,среднее,0,0,0,мобильный,10,ср,1,999,1,0,1,18169
18170,35,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,11,чт,1,999,0,-,0,18170
18171,28,сфера услуг,женат/замужем,среднее,0,1,1,домашний,7,чт,1,999,0,-,0,18171
18172,30,предприниматель,женат/замужем,специальное,0,1,0,домашний,6,чт,3,999,0,-,1,18172
18173,36,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,7,чт,1,999,0,-,0,18173
18174,45,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,4,пн,1,999,0,-,0,18174
18175,24,учащийся,не женат/не замужем,среднее,0,0,0,мобильный,6,ср,2,14,2,1,0,18175
18176,43,рабочий,не женат/не замужем,неоконченное среднее,N/A,0,0,домашний,5,чт,2,999,0,-,0,18176
18177,46,сфера услуг,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,вт,3,999,0,-,0,18177
18178,31,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,11,вт,1,999,0,-,0,18178
18179,47,менеджмент,женат/замужем,высшее,0,1,0,домашний,5,ср,2,3,3,1,0,18179
18180,25,рабочий,женат/замужем,среднее,N/A,1,0,мобильный,7,чт,4,999,0,-,0,18180
18181,43,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,пн,5,999,0,-,0,18181
18182,52,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,чт,2,999,0,-,0,18182
18183,52,сфера услуг,женат/замужем,среднее,0,1,0,домашний,11,чт,1,999,0,-,0,18183
18184,29,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,8,пт,1,999,0,-,0,18184
18185,41,техник/механик,женат/замужем,специальное,0,N/A,N/A,домашний,5,чт,1,999,0,-,0,18185
18186,25,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,5,чт,1,999,0,-,0,18186
18187,24,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,9,пт,5,999,3,0,1,18187
18188,22,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,7,пн,3,999,0,-,0,18188
18189,29,администриратор,женат/замужем,высшее,0,0,0,мобильный,7,вт,1,999,0,-,0,18189
18190,40,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,11,пн,1,999,0,-,0,18190
18191,56,администриратор,женат/замужем,высшее,0,1,1,мобильный,7,пт,2,999,0,-,0,18191
18192,34,техник/механик,не женат/не замужем,высшее,0,1,0,мобильный,8,вт,3,999,0,-,0,18192
18193,34,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,8,пн,2,999,0,-,0,18193
18194,34,техник/механик,женат/замужем,высшее,0,1,0,домашний,6,ср,2,999,0,-,0,18194
18195,33,администриратор,женат/замужем,высшее,0,0,0,мобильный,7,вт,3,999,0,-,0,18195
18196,52,администриратор,женат/замужем,среднее,0,0,0,мобильный,8,ср,6,999,0,-,0,18196
18197,39,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,4,ср,4,999,0,-,0,18197
18198,33,безработный,не женат/не замужем,высшее,0,1,0,домашний,8,пт,1,999,0,-,0,18198
18199,34,администриратор,женат/замужем,высшее,0,1,0,мобильный,8,вт,1,999,0,-,0,18199
18200,62,самозанятый,женат/замужем,высшее,0,0,0,мобильный,4,пн,1,999,0,-,0,18200
18201,36,рабочий,женат/замужем,неоконченное среднее,0,0,1,мобильный,7,ср,1,999,0,-,0,18201
18202,51,рабочий,женат/замужем,N/A,0,0,0,домашний,5,пт,2,999,0,-,0,18202
18203,34,администриратор,женат/замужем,высшее,0,1,0,мобильный,5,пн,1,999,1,0,0,18203
18204,40,техник/механик,женат/замужем,среднее,0,0,0,домашний,5,вт,2,999,0,-,0,18204
18205,57,менеджмент,женат/замужем,высшее,0,0,0,мобильный,8,чт,1,999,0,-,0,18205
18206,36,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,пт,3,999,0,-,0,18206
18207,40,сфера услуг,разведен,среднее,0,0,0,мобильный,5,вт,1,999,1,0,0,18207
18208,23,техник/механик,не женат/не замужем,специальное,0,0,0,домашний,7,вт,1,999,0,-,0,18208
18209,26,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,7,ср,1,999,0,-,0,18209
18210,41,рабочий,не женат/не замужем,среднее,0,1,0,домашний,5,ср,2,999,0,-,0,18210
18211,35,менеджмент,женат/замужем,неоконченное среднее,0,1,0,мобильный,11,пн,1,999,0,-,0,18211
18212,31,сфера услуг,не женат/не замужем,среднее,0,1,0,мобильный,5,чт,2,999,0,-,0,18212
18213,39,рабочий,разведен,неоконченное среднее,0,1,0,домашний,6,ср,2,999,0,-,0,18213
18214,53,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,пн,2,999,0,-,0,18214
18215,34,сфера услуг,не женат/не замужем,неоконченное среднее,0,1,1,мобильный,11,ср,1,999,0,-,0,18215
18216,29,предприниматель,женат/замужем,среднее,0,1,0,мобильный,5,вт,1,999,0,-,0,18216
